Fehlende Stationen:
- DER:Station:60bf05aa97d5619616fe3ce4
- DER:Station:624197dc57b024837040cc94
- DER:Station:636387208516f17d224eb7f3
- DER:Station:64241934610cc1acc4ac3f1e
- DER:Station:64f07bfc86b1c8e5dfeed5f5
- DER:Station:654a422999b9d989b62a7f70

Detailierte Fehler:
Datei: car_24-06-21_15_00.json, Station: DER:Station:60bf05aa97d5619616fe3ce4, Fehler: Ungültige station_id
Datei: car_24-07-27_15_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_15_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_16_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_16_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_16_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_16_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_16_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_17_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_17_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_17_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_17_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_17_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_18_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_18_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_18_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_18_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_18_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_19_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_19_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_19_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_19_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_19_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_20_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_20_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_20_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_20_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_20_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_21_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_21_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_21_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_21_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_21_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_22_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_22_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_22_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_22_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_22_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-27_23_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-27_23_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-27_23_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-27_23_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-27_23_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_00_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_00_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_00_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_00_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_00_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_01_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_01_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_01_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_01_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_01_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_02_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_02_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_02_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_02_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_02_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_03_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_03_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_03_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_03_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_03_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_04_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_04_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_04_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_04_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_04_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_05_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_05_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_05_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_05_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_05_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_06_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_06_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_06_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_06_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_06_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_07_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_07_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_07_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_07_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_07_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_08_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_08_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_08_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_08_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_08_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_09_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_09_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_09_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_09_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_09_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_10_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_10_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_10_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_10_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_10_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_11_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_11_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_11_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_11_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_11_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_12_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_12_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_12_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_12_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_12_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_13_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_13_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_13_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_13_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_13_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_14_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_14_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_14_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_14_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_14_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_15_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_15_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_15_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_15_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_15_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_16_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_16_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_16_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_16_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_16_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_17_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_17_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_17_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_17_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_17_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_18_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_18_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_18_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_18_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_18_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_19_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_19_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_19_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_19_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_19_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_20_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_20_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_20_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_20_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_20_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_21_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_21_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_21_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_21_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_21_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_22_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_22_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_22_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_22_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_22_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-28_23_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-28_23_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-28_23_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-28_23_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-28_23_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_00_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_00_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_00_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_00_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_00_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_01_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_01_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_01_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_01_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_01_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_02_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_02_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_02_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_02_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_02_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_03_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_03_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_03_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_03_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_03_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_04_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_04_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_04_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_04_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_04_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_05_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_05_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_05_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_05_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_05_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_06_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_06_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_06_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_06_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_06_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_07_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_07_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_07_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_07_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_07_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_08_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_08_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_08_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_08_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_08_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_09_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_09_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_09_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_09_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_09_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_10_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_10_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_10_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_10_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_10_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_11_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_11_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_11_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_11_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_11_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_12_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_12_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_12_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_12_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_12_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_13_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_13_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_13_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_13_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_13_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_14_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_14_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_14_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_14_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
Datei: car_24-07-29_14_00.json, Station: DER:Station:654a422999b9d989b62a7f70, Fehler: Ungültige station_id
Datei: car_24-07-29_15_00.json, Station: DER:Station:624197dc57b024837040cc94, Fehler: Ungültige station_id
Datei: car_24-07-29_15_00.json, Station: DER:Station:636387208516f17d224eb7f3, Fehler: Ungültige station_id
Datei: car_24-07-29_15_00.json, Station: DER:Station:64241934610cc1acc4ac3f1e, Fehler: Ungültige station_id
Datei: car_24-07-29_15_00.json, Station: DER:Station:64f07bfc86b1c8e5dfeed5f5, Fehler: Ungültige station_id
